latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-20.0911,146.0069,337.7,1,1,2010-01-01,0405,Aqua,MODIS,90,6.2,281.9,30.3,D,0
-20.0897,146.0164,331.1,1,1,2010-01-01,0405,Aqua,MODIS,81,6.2,285.5,20.3,D,0
-20.0987,146.0179,322.2,1,1,2010-01-01,0405,Aqua,MODIS,63,6.2,284.3,12.1,D,0
-18.8729,136.4094,319.4,3.4,1.7,2010-01-01,0406,Aqua,MODIS,24,6.2,290.2,48.3,D,0
-18.1467,144.7421,323.5,1,1,2010-01-01,0406,Aqua,MODIS,72,6.2,297.8,11,D,0
-18.1454,144.7516,322.5,1,1,2010-01-01,0406,Aqua,MODIS,66,6.2,298.9,10.5,D,0
-18.3133,144.7996,328.8,1,1,2010-01-01,0406,Aqua,MODIS,82,6.2,300.1,18.6,D,0
-19.0766,140.4201,324,1.7,1.3,2010-01-01,0406,Aqua,MODIS,30,6.2,297.8,28.3,D,0
-16.0643,143.9948,333.3,1,1,2010-01-01,0406,Aqua,MODIS,79,6.2,292.8,26.3,D,0
-17.2742,134.3355,311.9,4.7,2,2010-01-01,0406,Aqua,MODIS,0,6.2,281,67.3,D,0
-16.5252,144.1135,326.8,1,1,2010-01-01,0406,Aqua,MODIS,48,6.2,299.7,13.6,D,0
-16.0538,144.003,330.6,1,1,2010-01-01,0406,Aqua,MODIS,77,6.2,290.7,23,D,0
-16.0552,143.9934,324.7,1,1,2010-01-01,0406,Aqua,MODIS,71,6.2,293.9,15.7,D,0
-11.5522,142.54,316.6,1.1,1,2010-01-01,0408,Aqua,MODIS,58,6.2,297.1,8.5,D,0
33.2557,131.6455,310.1,1.1,1,2010-01-01,0420,Aqua,MODIS,70,6.2,285.6,12.7,D,2
35.0224,136.8688,306.7,1.2,1.1,2010-01-01,0420,Aqua,MODIS,0,6.2,283.3,12.8,D,2
27.6048,95.4073,300.5,1,1,2010-01-01,0422,Terra,MODIS,37,6.2,289.7,3.2,D,0
26.5719,101.6699,300.7,1.8,1.3,2010-01-01,0422,Terra,MODIS,38,6.2,288.5,7.1,D,2
27.0163,102.2247,301.9,1.9,1.3,2010-01-01,0422,Terra,MODIS,49,6.2,284.8,14.5,D,0
27.8552,100.6149,300,1.4,1.2,2010-01-01,0422,Terra,MODIS,12,6.2,278.9,10.5,D,0
23.6151,95.7049,306.9,1,1,2010-01-01,0423,Terra,MODIS,64,6.2,296.7,3.1,D,0
23.6166,95.6952,308.7,1,1,2010-01-01,0423,Terra,MODIS,67,6.2,297.8,4.2,D,0
25.9368,96.6438,326.5,1,1,2010-01-01,0423,Terra,MODIS,84,6.2,294.2,23,D,0
25.9384,96.6338,325.6,1,1,2010-01-01,0423,Terra,MODIS,84,6.2,295.3,22.3,D,0
22.8362,95.4246,309.5,1,1,2010-01-01,0423,Terra,MODIS,65,6.2,298.2,4.1,D,0
22.2814,101.5613,302.9,2.1,1.4,2010-01-01,0423,Terra,MODIS,44,6.2,286.9,12.1,D,0
22.6638,95.3432,310.8,1,1,2010-01-01,0423,Terra,MODIS,65,6.2,298,5.3,D,0
18.938,95.3241,314.5,1,1,2010-01-01,0424,Terra,MODIS,70,6.2,301.2,6,D,0
20.1728,94.9748,316.5,1,1,2010-01-01,0424,Terra,MODIS,49,6.2,303.7,6.6,D,0
20.3058,95.2543,323.2,1,1,2010-01-01,0424,Terra,MODIS,78,6.2,304.6,11.5,D,0
20.2509,97.8619,309.8,1.3,1.1,2010-01-01,0424,Terra,MODIS,58,6.2,298.4,7.3,D,0
20.8344,95.0566,319.8,1,1,2010-01-01,0424,Terra,MODIS,74,6.2,304.2,8.8,D,0
20.5194,97.4772,308.4,1.2,1.1,2010-01-01,0424,Terra,MODIS,55,6.2,298.4,6.9,D,0
21.3951,96.3269,309.5,1.1,1,2010-01-01,0424,Terra,MODIS,57,6.2,295.7,6.3,D,0
22.0082,93.5736,302.9,1,1,2010-01-01,0424,Terra,MODIS,38,6.2,291.9,5.2,D,0
21.4326,97.8619,320.1,1.3,1.1,2010-01-01,0424,Terra,MODIS,80,6.2,302.3,16.3,D,0
21.4122,100.3775,304,1.8,1.3,2010-01-01,0424,Terra,MODIS,51,6.2,293.4,10,D,0
21.4069,100.3828,303.9,1.8,1.3,2010-01-01,0424,Terra,MODIS,44,6.2,293,9.4,D,0
21.7214,99.1387,300.7,1.5,1.2,2010-01-01,0424,Terra,MODIS,41,6.2,289.2,7.7,D,0
18.766,95.4229,312.8,1,1,2010-01-01,0424,Terra,MODIS,67,6.2,299,5.8,D,0
21.2336,99.8853,305.8,1.7,1.3,2010-01-01,0424,Terra,MODIS,54,6.2,293.7,11.5,D,0
21.2312,99.8914,303.1,1.7,1.3,2010-01-01,0424,Terra,MODIS,42,6.2,292.8,8.5,D,0
18.7193,95.4292,319.9,1,1,2010-01-01,0424,Terra,MODIS,77,6.2,299.4,12.2,D,0
18.5326,96.4362,323.2,1.2,1.1,2010-01-01,0424,Terra,MODIS,80,6.2,298.1,17.7,D,0
18.4742,95.0414,330.7,1,1,2010-01-01,0425,Terra,MODIS,85,6.2,301.5,24.1,D,0
18.5651,95.407,309.9,1.1,1,2010-01-01,0425,Terra,MODIS,54,6.2,295.9,4.9,D,0
17.184,96.144,312.7,1.2,1.1,2010-01-01,0425,Terra,MODIS,59,6.2,299.5,6.2,D,0
17.4117,95.9349,314.7,1.1,1.1,2010-01-01,0425,Terra,MODIS,65,6.2,300,7.1,D,0
18.4456,95.0465,312.5,1,1,2010-01-01,0425,Terra,MODIS,65,6.2,299,5.5,D,0
13.8539,103.0067,313.2,4.1,1.9,2010-01-01,0425,Terra,MODIS,30,6.2,286.4,40.9,D,0
13.5453,102.6957,316.6,3.9,1.8,2010-01-01,0426,Terra,MODIS,42,6.2,292,60.5,D,0
-34.7944,-58.4982,306.1,1,1,2010-01-01,0510,Aqua,MODIS,67,6.2,288.5,7.7,N,0
-31.3723,123.1331,339.8,1,1,2010-01-01,0541,Aqua,MODIS,44,6.2,319.6,14.2,D,0
-31.3679,123.1651,349.1,1,1,2010-01-01,0541,Aqua,MODIS,90,6.2,320,32.7,D,0
-31.377,123.1668,339.9,1,1,2010-01-01,0541,Aqua,MODIS,57,6.2,321.4,14.7,D,0
-31.4809,123.005,342.8,1,1,2010-01-01,0541,Aqua,MODIS,70,6.2,319.6,21.7,D,0
-31.4794,123.0158,376.5,1,1,2010-01-01,0541,Aqua,MODIS,100,6.2,323.2,115.9,D,0
-31.4885,123.0175,344.9,1,1,2010-01-01,0541,Aqua,MODIS,86,6.2,321.9,23.8,D,0
-31.5141,122.9669,338.6,1,1,2010-01-01,0541,Aqua,MODIS,77,6.2,319.9,15.9,D,0
-31.5225,122.9638,347.2,1,1,2010-01-01,0541,Aqua,MODIS,89,6.2,320.2,29.8,D,0
-31.5697,122.9615,335.6,1,1,2010-01-01,0541,Aqua,MODIS,71,6.2,320,10.7,D,0
-31.3682,123.2309,345.8,1,1,2010-01-01,0541,Aqua,MODIS,88,6.2,319.3,28.4,D,0
-31.5682,122.9723,361.2,1,1,2010-01-01,0541,Aqua,MODIS,100,6.2,322.5,65.5,D,0
-31.6155,123.02,340,1,1,2010-01-01,0541,Aqua,MODIS,67,6.2,323.2,16.3,D,0
-31.3628,123.0654,374.6,1,1,2010-01-01,0541,Aqua,MODIS,100,6.2,322.9,110.5,D,0
-31.3697,123.2202,344,1,1,2010-01-01,0541,Aqua,MODIS,85,6.2,320.4,24.4,D,0
-31.3614,123.0761,390.3,1,1,2010-01-01,0541,Aqua,MODIS,100,6.2,322.2,179.2,D,0
-31.3705,123.0778,340.3,1,1,2010-01-01,0541,Aqua,MODIS,60,6.2,322.4,17.6,D,0
-18.9743,126.1273,344.5,1.7,1.3,2010-01-01,0544,Aqua,MODIS,65,6.2,311.9,48.1,D,0
-18.0032,125.7399,342.7,1.6,1.3,2010-01-01,0545,Aqua,MODIS,84,6.2,306.3,51.7,D,0
-18.0007,125.7552,361.1,1.6,1.3,2010-01-01,0545,Aqua,MODIS,100,6.2,306.6,136.7,D,0
-18.0194,125.7118,335.1,1.6,1.3,2010-01-01,0545,Aqua,MODIS,70,6.2,308.4,24.9,D,0
-18.0093,125.7727,337.8,1.6,1.3,2010-01-01,0545,Aqua,MODIS,76,6.2,304.3,37.8,D,0
-18.0078,125.7165,335.2,1.6,1.3,2010-01-01,0545,Aqua,MODIS,70,6.2,306.9,24.8,D,0
-18.0052,125.7315,340.7,1.6,1.3,2010-01-01,0545,Aqua,MODIS,81,6.2,306.3,44.3,D,0
-18.0025,125.7467,356.8,1.6,1.3,2010-01-01,0545,Aqua,MODIS,97,6.2,306.7,115.6,D,0
-17.9999,125.7621,347.6,1.6,1.3,2010-01-01,0545,Aqua,MODIS,89,6.2,305.7,73.3,D,0
-18.019,125.7186,336.6,1.6,1.3,2010-01-01,0545,Aqua,MODIS,73,6.2,308.3,27.7,D,0
-18.0138,125.7489,347.1,1.6,1.3,2010-01-01,0545,Aqua,MODIS,89,6.2,307.7,70.9,D,0
-18.0057,125.7247,338.8,1.6,1.3,2010-01-01,0545,Aqua,MODIS,78,6.2,306.6,37.5,D,0
-18.0119,125.7573,356.9,1.6,1.3,2010-01-01,0545,Aqua,MODIS,97,6.2,308,116.7,D,0
-18.0111,125.7641,363.9,1.6,1.3,2010-01-01,0545,Aqua,MODIS,100,6.2,306.7,154.8,D,0
-16.3571,129.8985,327.7,3.6,1.8,2010-01-01,0545,Aqua,MODIS,62,6.2,298.9,53.2,D,0
-14.9453,124.6622,312.9,1.5,1.2,2010-01-01,0545,Aqua,MODIS,56,6.2,300.6,13.2,D,3
-16.3633,129.8926,328.6,3.6,1.8,2010-01-01,0545,Aqua,MODIS,70,6.2,298.6,61.3,D,0
-8.2333,124.0713,313.8,1.8,1.3,2010-01-01,0547,Aqua,MODIS,58,6.2,296.4,21.7,D,3
-8.5733,119.7103,311.1,1,1,2010-01-01,0547,Aqua,MODIS,31,6.2,299.7,6.7,D,3
-8.9441,117.6302,315.7,1,1,2010-01-01,0547,Aqua,MODIS,0,6.2,293.1,7.7,D,0
-8.238,124.0779,315.4,1.8,1.3,2010-01-01,0547,Aqua,MODIS,48,6.2,295.7,24,D,3
-8.3627,120.0196,312.6,1,1,2010-01-01,0547,Aqua,MODIS,55,6.2,298.6,7.9,D,3
-8.1596,117.5857,319.6,1,1,2010-01-01,0547,Aqua,MODIS,43,6.2,297.7,9.1,D,0
-8.1089,118.0743,319.3,1,1,2010-01-01,0547,Aqua,MODIS,0,6.2,300.8,9.1,D,0
2.1509,117.4968,320.6,1,1,2010-01-01,0550,Aqua,MODIS,0,6.2,297.5,10.6,D,0
4.2557,117.6874,317.3,1.1,1,2010-01-01,0551,Aqua,MODIS,67,6.2,295.6,10.2,D,0
5.0517,116.3507,315.6,1,1,2010-01-01,0551,Aqua,MODIS,70,6.2,295.1,8.7,D,0
5.0261,116.2993,322,1,1,2010-01-01,0551,Aqua,MODIS,78,6.2,294.1,15.6,D,0
12.4711,107.4218,308.3,2.3,1.5,2010-01-01,0553,Aqua,MODIS,56,6.2,283.5,21.7,D,0
12.4747,107.443,305.5,2.3,1.5,2010-01-01,0553,Aqua,MODIS,19,6.2,282.1,14.6,D,0
12.4015,107.3115,307.7,2.4,1.5,2010-01-01,0553,Aqua,MODIS,36,6.2,280.8,15.5,D,0
12.1323,106.4465,306.9,2.8,1.6,2010-01-01,0553,Aqua,MODIS,19,6.2,277.5,15.4,D,0
11.9801,108.6581,309.5,1.9,1.3,2010-01-01,0553,Aqua,MODIS,61,6.2,291.9,19.9,D,0
11.4708,107.3273,308,2.5,1.5,2010-01-01,0553,Aqua,MODIS,53,6.2,286.1,20.4,D,0
13.9653,103.3117,316.1,4.5,1.9,2010-01-01,0554,Aqua,MODIS,73,6.2,292.9,65.2,D,0
14.324,105.8323,303.8,2.8,1.6,2010-01-01,0554,Aqua,MODIS,15,6.2,273.6,14.6,D,0
14.0032,104.756,308.9,3.5,1.8,2010-01-01,0554,Aqua,MODIS,61,6.2,283.1,26.1,D,0
13.3148,106.529,303.9,2.6,1.6,2010-01-01,0554,Aqua,MODIS,29,6.2,276.3,15.7,D,0
13.3089,106.5368,304.7,2.6,1.6,2010-01-01,0554,Aqua,MODIS,45,6.2,274.7,18.5,D,0
12.8226,106.2718,305.3,2.8,1.6,2010-01-01,0554,Aqua,MODIS,45,6.2,279.4,15.4,D,0
12.7883,106.177,313.2,2.9,1.6,2010-01-01,0554,Aqua,MODIS,61,6.2,276.2,40.9,D,0
12.6001,106.1382,309.1,2.9,1.6,2010-01-01,0554,Aqua,MODIS,48,6.2,276.2,27.7,D,0
12.5946,106.2729,311.5,2.8,1.6,2010-01-01,0554,Aqua,MODIS,63,6.2,282.2,34.3,D,0
12.5926,106.2783,311.1,2.8,1.6,2010-01-01,0554,Aqua,MODIS,65,6.2,281.9,32.9,D,0
15.1514,106.7857,314.2,2.3,1.5,2010-01-01,0554,Aqua,MODIS,63,6.2,289,31.1,D,0
14.2819,104.9368,309.1,3.3,1.7,2010-01-01,0554,Aqua,MODIS,49,6.2,285.3,26.6,D,0
13.9178,104.8739,307.3,3.4,1.7,2010-01-01,0554,Aqua,MODIS,58,6.2,279.9,22.3,D,0
15.1644,106.7829,311.4,2.3,1.5,2010-01-01,0554,Aqua,MODIS,43,6.2,289.9,22.3,D,0
15.1619,106.7769,325.6,2.3,1.5,2010-01-01,0554,Aqua,MODIS,82,6.2,291.3,64.6,D,0
17.0305,102.8332,313.8,4.2,1.9,2010-01-01,0555,Aqua,MODIS,68,6.2,292.9,43,D,0
16.813,105.1729,313.5,2.8,1.6,2010-01-01,0555,Aqua,MODIS,66,6.2,295,24.7,D,0
21.0336,103.2706,306.4,3.2,1.7,2010-01-01,0556,Aqua,MODIS,45,6.2,282.5,27.2,D,0
42.9966,71.2129,304.3,1.3,1.1,2010-01-01,0557,Terra,MODIS,59,6.2,284.6,10.8,D,0
28.6784,110.2302,302.2,1,1,2010-01-01,0558,Aqua,MODIS,51,6.2,283.4,6.9,D,0
32.156,112.9014,302.8,1.2,1.1,2010-01-01,0558,Aqua,MODIS,54,6.2,285.9,8,D,0
29.8746,112.4071,300.1,1.1,1.1,2010-01-01,0558,Aqua,MODIS,0,6.2,284.3,5.7,D,0
29.1533,110.3969,305.9,1,1,2010-01-01,0558,Aqua,MODIS,62,6.2,285.8,8.4,D,0
32.8927,76.124,302.7,1.2,1.1,2010-01-01,0559,Terra,MODIS,32,6.2,291.7,7.2,D,0
34.3142,73.3029,301.9,1,1,2010-01-01,0559,Terra,MODIS,40,6.2,289.5,5.1,D,0
32.8904,76.1368,303.6,1.2,1.1,2010-01-01,0559,Terra,MODIS,40,6.2,291.6,7.4,D,0
34.8888,108.7536,301.9,1,1,2010-01-01,0559,Aqua,MODIS,50,6.2,289,4.2,D,0
34.9924,109.4913,301.8,1,1,2010-01-01,0559,Aqua,MODIS,49,6.2,288.3,4.5,D,0
34.9939,109.5023,300.4,1,1,2010-01-01,0559,Aqua,MODIS,36,6.2,287.7,3.7,D,0
34.027,104.288,301.4,1.4,1.2,2010-01-01,0559,Aqua,MODIS,47,6.2,278.4,12.5,D,0
34.765,110.9133,304.7,1.1,1,2010-01-01,0559,Aqua,MODIS,60,6.2,284.5,8.2,D,0
34.4675,108.962,306.3,1,1,2010-01-01,0559,Aqua,MODIS,63,6.2,286.2,7.8,D,0
34.8394,112.0406,300.7,1.2,1.1,2010-01-01,0559,Aqua,MODIS,40,6.2,290.5,3.9,D,0
34.3546,110.8405,300,1.1,1,2010-01-01,0559,Aqua,MODIS,13,6.2,287.9,4,D,0
34.356,110.852,301.2,1.1,1,2010-01-01,0559,Aqua,MODIS,46,6.2,287.9,4.7,D,0
33.7963,113.2296,302.3,1.3,1.1,2010-01-01,0559,Aqua,MODIS,51,6.2,289.9,7,D,0
33.7764,113.3355,311.2,1.4,1.2,2010-01-01,0559,Aqua,MODIS,71,6.2,288.7,15.6,D,0
33.4461,111.0605,306.7,1.1,1,2010-01-01,0559,Aqua,MODIS,64,6.2,288,8.5,D,0
32.6865,110.6583,305.4,1,1,2010-01-01,0559,Aqua,MODIS,61,6.2,287.3,7.9,D,0
35.4593,109.0081,302.7,1,1,2010-01-01,0559,Aqua,MODIS,53,6.2,285,6,D,0
33.4446,113.1644,309.4,1.3,1.1,2010-01-01,0559,Aqua,MODIS,68,6.2,287.3,13.8,D,0
35.2006,109.3276,303.3,1,1,2010-01-01,0559,Aqua,MODIS,55,6.2,290.2,4.5,D,0
34.9544,109.1515,307,1,1,2010-01-01,0559,Aqua,MODIS,65,6.2,286.1,8,D,0
29.7704,70.8573,305.4,1,1,2010-01-01,0600,Terra,MODIS,50,6.2,294.9,4.2,D,0
29.8935,72.9127,306.3,1,1,2010-01-01,0600,Terra,MODIS,60,6.2,293.6,5.1,D,0
32.3883,71.561,306.9,1,1,2010-01-01,0600,Terra,MODIS,61,6.2,294.5,6.3,D,0
32.3984,73.4486,300.8,1,1,2010-01-01,0600,Terra,MODIS,41,6.2,288.4,4.2,D,0
30.3023,70.936,303.4,1,1,2010-01-01,0600,Terra,MODIS,53,6.2,292.6,4,D,0
30.0065,80.3861,309.2,2.6,1.5,2010-01-01,0600,Terra,MODIS,68,6.2,281.7,48.4,D,0
30.6984,70.9341,303.4,1,1,2010-01-01,0600,Terra,MODIS,56,6.2,288.8,5.4,D,0
30.7493,71.7525,306.7,1,1,2010-01-01,0600,Terra,MODIS,63,6.2,291.2,6.8,D,0
37.5889,105.8488,303.5,1.1,1,2010-01-01,0600,Aqua,MODIS,56,6.2,280.1,8,D,0
36.6186,113.7588,302.7,1.6,1.2,2010-01-01,0600,Aqua,MODIS,53,6.2,284.7,11,D,2
35.5295,109.1104,304.2,1,1,2010-01-01,0600,Aqua,MODIS,58,6.2,287.2,7,D,0
36.62,113.7518,303,1.6,1.2,2010-01-01,0600,Aqua,MODIS,55,6.2,284.7,12,D,2
38.0694,109.4703,320.1,1,1,2010-01-01,0600,Aqua,MODIS,80,6.2,279,21,D,0
38.071,109.4821,323.8,1,1,2010-01-01,0600,Aqua,MODIS,83,6.2,278.2,24.9,D,0
29.1012,70.5064,306.4,1,1,2010-01-01,0601,Terra,MODIS,42,6.2,294.3,5.3,D,0
27.4926,68.3962,316.6,1.2,1.1,2010-01-01,0601,Terra,MODIS,72,6.2,296.9,14.7,D,0
29.3043,70.4352,306.3,1,1,2010-01-01,0601,Terra,MODIS,50,6.2,293.7,5.5,D,0
28.3371,70.1781,310.6,1,1,2010-01-01,0601,Terra,MODIS,56,6.2,294.3,8.4,D,0
29.0104,70.4302,307,1,1,2010-01-01,0601,Terra,MODIS,47,6.2,294.3,5.6,D,0
28.6769,70.5788,313.7,1,1,2010-01-01,0601,Terra,MODIS,65,6.2,293.1,11.5,D,0
29.009,70.4408,315.7,1,1,2010-01-01,0601,Terra,MODIS,71,6.2,294.4,12.2,D,0
27.4898,68.4015,314.3,1.2,1.1,2010-01-01,0601,Terra,MODIS,66,6.2,295.9,12.9,D,0
39.6657,110.2001,322.3,1.1,1.1,2010-01-01,0601,Aqua,MODIS,82,6.2,276.4,27.4,D,2
38.886,106.26220000000001,301.2,1,1,2010-01-01,0601,Aqua,MODIS,43,6.2,280.9,6.4,D,0
39.6642,110.187,302.6,1.1,1.1,2010-01-01,0601,Aqua,MODIS,53,6.2,276.1,9,D,2
40.6189,109.7369,301.2,1.1,1.1,2010-01-01,0601,Aqua,MODIS,44,6.2,275.1,7.9,D,2
40.6205,109.7499,345.1,1.1,1.1,2010-01-01,0601,Aqua,MODIS,94,6.2,276.1,64.9,D,2
24.8635,69.0086,311.8,1.1,1,2010-01-01,0602,Terra,MODIS,52,6.2,298.9,5.8,D,0
24.9442,68.4735,312.4,1.1,1.1,2010-01-01,0602,Terra,MODIS,57,6.2,297.1,8.5,D,0
25.3,68.9192,309.7,1.1,1,2010-01-01,0602,Terra,MODIS,44,6.2,295.8,7.1,D,0
25.3262,68.7253,309.5,1.1,1,2010-01-01,0602,Terra,MODIS,45,6.2,296.7,7.1,D,0
25.3335,68.6709,320.8,1.1,1.1,2010-01-01,0602,Terra,MODIS,75,6.2,298.2,18,D,0
25.3758,68.8277,310.5,1.1,1,2010-01-01,0602,Terra,MODIS,52,6.2,296.3,7.8,D,0
25.4302,68.4893,311.5,1.1,1.1,2010-01-01,0602,Terra,MODIS,57,6.2,296.7,9.5,D,0
25.4317,68.4781,317.9,1.1,1.1,2010-01-01,0602,Terra,MODIS,71,6.2,296.2,15.6,D,0
25.4148,68.6785,311.4,1.1,1.1,2010-01-01,0602,Terra,MODIS,56,6.2,295.7,8.9,D,0
21.2553,75.1502,311.1,1.7,1.3,2010-01-01,0602,Terra,MODIS,58,6.2,298.3,12.4,D,0
25.5223,68.4872,316.1,1.1,1.1,2010-01-01,0602,Terra,MODIS,68,6.2,295.1,14.1,D,0
25.6119,68.7218,320.7,1.1,1.1,2010-01-01,0602,Terra,MODIS,75,6.2,294.8,19.2,D,0
25.6164,68.7292,316.2,1.1,1.1,2010-01-01,0602,Terra,MODIS,69,6.2,295,13.1,D,0
25.6178,68.7182,323.1,1.1,1.1,2010-01-01,0602,Terra,MODIS,78,6.2,295,21,D,0
25.6221,68.6852,309.7,1.1,1.1,2010-01-01,0602,Terra,MODIS,51,6.2,295.2,8.3,D,0
25.6235,68.6742,310,1.1,1.1,2010-01-01,0602,Terra,MODIS,52,6.2,294.9,8.5,D,0
25.6575,68.9243,309.5,1.1,1,2010-01-01,0602,Terra,MODIS,48,6.2,295.4,6.9,D,0
21.2581,75.1343,308.6,1.7,1.3,2010-01-01,0602,Terra,MODIS,45,6.2,298.2,8.8,D,0
22.1476,73.6751,310,1.3,1.1,2010-01-01,0602,Terra,MODIS,43,6.2,298.1,6.9,D,0
25.4749,68.6271,308.9,1.1,1.1,2010-01-01,0602,Terra,MODIS,42,6.2,295,7.4,D,0
25.9602,68.9088,310.7,1.1,1,2010-01-01,0602,Terra,MODIS,56,6.2,297.1,7.6,D,0
21.9028,72.684,314.5,1.2,1.1,2010-01-01,0602,Terra,MODIS,45,6.2,302.2,7.2,D,0
22.1455,73.6875,312.1,1.3,1.1,2010-01-01,0602,Terra,MODIS,56,6.2,299.6,9.2,D,0
21.8775,73.0775,311,1.2,1.1,2010-01-01,0602,Terra,MODIS,42,6.2,298.8,7,D,0
22.1852,73.2693,311.3,1.2,1.1,2010-01-01,0602,Terra,MODIS,49,6.2,299.8,7.7,D,0
20.9958,72.7562,313.5,1.2,1.1,2010-01-01,0603,Terra,MODIS,46,6.2,301.2,6.3,D,0
21.4975,73.1385,311.4,1.2,1.1,2010-01-01,0603,Terra,MODIS,49,6.2,298.8,6.8,D,0
19.5326,73.3383,316.8,1.4,1.2,2010-01-01,0603,Terra,MODIS,60,6.2,302,12,D,0
20.825,70.8116,313,1,1,2010-01-01,0603,Terra,MODIS,55,6.2,299.9,6.3,D,0
20.8841,72.8118,313.7,1.2,1.1,2010-01-01,0603,Terra,MODIS,43,6.2,300.8,5.9,D,0
20.8664,70.5415,311.5,1,1,2010-01-01,0603,Terra,MODIS,38,6.2,297.8,5.2,D,0
20.9564,70.4355,315.7,1,1,2010-01-01,0603,Terra,MODIS,62,6.2,299.6,8.1,D,0
15.9871,73.8105,318.3,1.7,1.3,2010-01-01,0604,Terra,MODIS,71,6.2,296.7,21.7,D,0
15.9985,73.8126,318.3,1.7,1.3,2010-01-01,0604,Terra,MODIS,71,6.2,296.7,21.1,D,0
9.3319,-70.3399,314.5,1.3,1.1,2010-01-01,0636,Aqua,MODIS,89,6.2,282.7,23,N,0
9.6425,-63.5806,306.9,4,1.9,2010-01-01,0636,Aqua,MODIS,70,6.2,290.5,57.8,N,2
9.6527,-63.5418,319.9,4.1,1.9,2010-01-01,0636,Aqua,MODIS,99,6.2,291.6,135.8,N,2
9.6591,-63.5783,307.2,4,1.9,2010-01-01,0636,Aqua,MODIS,71,6.2,291.1,58.7,N,2
9.7382,-63.4754,301.3,4.1,1.9,2010-01-01,0636,Aqua,MODIS,40,6.2,290.3,37.4,N,2
11.6271,-70.2122,305.8,1.2,1.1,2010-01-01,0636,Aqua,MODIS,66,6.2,294.1,6.4,N,2
11.6288,-70.2231,309.3,1.2,1.1,2010-01-01,0636,Aqua,MODIS,77,6.2,294.3,9.3,N,2
9.3335,-70.3505,312.4,1.3,1.1,2010-01-01,0636,Aqua,MODIS,85,6.2,283.7,20.2,N,0
9.6224,-63.659,316.3,4,1.9,2010-01-01,0636,Aqua,MODIS,93,6.2,291.5,107.7,N,0
9.6287,-63.6948,325.4,3.9,1.8,2010-01-01,0636,Aqua,MODIS,100,6.2,290.6,175.2,N,2
9.6361,-63.5443,323.9,4.1,1.9,2010-01-01,0636,Aqua,MODIS,100,6.2,291,167.6,N,2
9.6177,-63.6666,313.6,4,1.9,2010-01-01,0636,Aqua,MODIS,87,6.2,291,89.7,N,0
9.6403,-63.6997,306.3,3.9,1.8,2010-01-01,0636,Aqua,MODIS,68,6.2,290.8,53.1,N,0
9.6238,-63.7023,307.4,3.9,1.8,2010-01-01,0636,Aqua,MODIS,61,6.2,290.1,55.9,N,2
9.6342,-63.6638,309.8,4,1.9,2010-01-01,0636,Aqua,MODIS,61,6.2,291.3,68,N,0
5.0507,-68.4478,307.2,2,1.4,2010-01-01,0637,Aqua,MODIS,71,6.2,293.1,18.3,N,0
3.5775,-72.823,309,1.1,1,2010-01-01,0638,Aqua,MODIS,76,6.2,292.2,10.3,N,0
3.5221,-71.8363,305.8,1.2,1.1,2010-01-01,0638,Aqua,MODIS,66,6.2,292.6,9,N,0
4.7748,-68.8479,302.7,1.9,1.3,2010-01-01,0638,Aqua,MODIS,51,6.2,291.7,11.8,N,0
3.6498,-71.9437,306,1.2,1.1,2010-01-01,0638,Aqua,MODIS,66,6.2,292.8,8.8,N,0
4.7685,-68.8386,302.8,1.9,1.4,2010-01-01,0638,Aqua,MODIS,51,6.2,291.7,12.2,N,0
3.8447,-71.8143,306,1.2,1.1,2010-01-01,0638,Aqua,MODIS,67,6.2,292.6,9.1,N,0
4.1926,-70.9819,302.9,1.4,1.2,2010-01-01,0638,Aqua,MODIS,52,6.2,292.7,7.5,N,0
-2.0074,-78.3383,307.5,1.2,1.1,2010-01-01,0640,Aqua,MODIS,72,6.2,270.7,16.1,N,0
-6.8659,-76.1315,300.8,1,1,2010-01-01,0641,Aqua,MODIS,34,6.2,282.1,5,N,0
-7.8374,-75.0634,304.8,1.1,1.1,2010-01-01,0641,Aqua,MODIS,62,6.2,292,5.8,N,0
18.1972,95.8235,318.4,2.6,1.5,2010-01-01,0733,Aqua,MODIS,49,6.2,303,32.6,D,0
18.0797,95.5803,317.8,2.5,1.5,2010-01-01,0733,Aqua,MODIS,72,6.2,300.6,31.5,D,0
18.0821,95.6036,317.7,2.5,1.5,2010-01-01,0733,Aqua,MODIS,72,6.2,301.7,30.4,D,0
17.8165,95.1936,316.3,2.3,1.5,2010-01-01,0733,Aqua,MODIS,69,6.2,301.7,20,D,0
17.8074,95.1998,319,2.3,1.5,2010-01-01,0733,Aqua,MODIS,73,6.2,300.8,29.6,D,0
18.1681,95.0828,315.4,2.3,1.5,2010-01-01,0733,Aqua,MODIS,69,6.2,302.6,21.2,D,0
18.1718,95.0875,314.6,2.3,1.5,2010-01-01,0733,Aqua,MODIS,67,6.2,302.6,18.5,D,0
18.8521,99.0939,318.4,4.7,2,2010-01-01,0733,Aqua,MODIS,73,6.2,297.3,91.7,D,0
18.6957,98.9463,312.7,4.5,2,2010-01-01,0733,Aqua,MODIS,64,6.2,296.3,49.7,D,0
